Volcano Name,Country,Latitude,Longitude,Elevation (m),Type,Status,Last Known Eruption,year,mo,dy,tsu,eq,vei,deaths,damage_mil,houses_destroyed,total_deaths,total_damage_mil
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1832,12,25,,,3,32,,,32,
Kaba,Indonesia,-3.522,102.615,1940,Stratovolcano,Historical,D2,1833,11,24,,,2,126,,,126,
Cosiguina,Nicaragua,12.98,-87.57,872,Stratovolcano,Historical,D3,1835,1,20,,,5,,,,,
Banda Api,Pacific Ocean,-4.523,129.881,596,Caldera,Historical,D1,1835,11,1,,1787,,,,,,
Peuet Sague,Indonesia,4.903,96.289,2785,Complex volcano,Historical,D1,1837,9,,706,6050,,,,,,
Gamalama,Indonesia,0.8,127.33,1715,Stratovolcano,Historical,D1,1838,2,26,,,2,4,,,4,
Unnamed,Chile,-33.62,-76.83,-642,Submarine volcano,Uncertain,Unknown,1839,2,12,711,,2,,,,,
Gamalama,Indonesia,0.8,127.33,1715,Stratovolcano,Historical,D1,1840,2,2,718,,3,,,,,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,1840,5,30,714,,0,,,,,
Ararat,Turkey,39.7,44.3,5165,Stratovolcano,Holocene,U,1840,7,2,,,3,1900,,,1900,
Savo,Solomon Is.,-9.13,159.82,485,Stratovolcano,Historical,D3,1840,,,,,3,,,,,
Tinakula,Solomon Is.,-10.386,165.804,796,Stratovolcano,Historical,D1,1840,,,,,3,,,,,
Kuchinoerabujima,Japan,30.443,130.217,657,Stratovolcano,Historical,D1,1841,4,,,,2,,,,,
Liamuiga,St. Kitts & Nevis,17.37,-62.8,1156,Stratovolcano,Radiocarbon,D6,1843,2,8,730,,0,,,,,
Soufriere Guadeloupe,Guadeloupe,16.044,-61.664,1467,Stratovolcano,Historical,D1,1843,2,17,731,,,,,,,
Lamongan,Indonesia,-7.981,113.341,1641,Stratovolcano,Historical,D3,1843,8,,,,2,4,,,4,
Etna,Italy,37.748,14.999,3357,Stratovolcano,Historical,D1,1843,11,17,,,2,56,,,56,
Soputan,Indonesia,1.112,124.737,1785,Stratovolcano,Historical,D1,1845,2,8,741,1865,2,,,,118,
"Ruiz, Nevado del",Colombia,4.892,-75.324,5279,Stratovolcano,Historical,D1,1845,2,19,,1867,3,1000,,,1000,
Hekla,Iceland,63.983,-19.666,1490,Stratovolcano,Historical,D1,1845,9,2,,,4,,,,,
Taupo,New Zealand,-38.82,176,760,Caldera,Radiocarbon,D6,1846,5,7,,,,63,,,63,
Tangkuban Parahu,Indonesia,-6.77,107.6,2084,Stratovolcano,Historical,D1,1846,5,27,,,2,,,,,
Esan,Japan,41.805,141.166,618,Stratovolcano,Historical,D3,1846,11,18,,,1,,,,,
Fogo,Cape Verde,14.95,-24.35,2829,Stratovolcano,Historical,D1,1847,4,9,,,2,,,,,
Dieng Volcanic Complex,Indonesia,-7.2,109.879,2565,Complex volcano,Historical,D1,1847,12,4,,,2,,,,,
Kelud,Indonesia,-7.935,112.314,1730,Stratovolcano,Historical,D1,1848,5,16,,,2,21,,800,21,
Rabaul,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,1850,,,,,2,,,,,
Niuafo'ou,Tonga,-15.6,-175.63,260,Shield volcano,Historical,D1,1853,6,24,,,0,25,,,25,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1853,7,13,,,3,34,,,34,
Unnamed,Taiwan,24,121.83,0,Submarine volcano,Historical,D3,1853,10,29,809,,2,,,,,
Sheveluch,Russia,56.653,161.36,3283,Stratovolcano,Historical,D1,1854,2,18,,,5,,,,,
Asosan,Japan,32.884,131.104,1592,Caldera,Historical,D1,1854,2,,,,2,3,,,3,
Alaid,Russia,50.861,155.565,2285,Stratovolcano,Historical,D1,1854,6,27,821,,3,,,,,
Awu,Indonesia,3.689,125.447,1318,Stratovolcano,Historical,D1,1856,3,2,859,1995,3,2806,,,2806,
Shishaldin,United States,54.756,-163.97,2857,Stratovolcano,Historical,D1,1856,7,26,862,,,,,,,
Hokkaido-Komagatake,Japan,42.063,140.677,1131,Stratovolcano,Historical,D1,1856,9,25,,,4,25,,,25,
Umboi,Papua New Guinea,-5.592,147.892,1335,Complex volcano,Holocene,U,1857,4,17,869,6125,,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1858,1,,,,2,,,,,
Midagahara,Japan,36.571,137.59,2621,Stratovolcano,Historical,D3,1858,4,23,,10184,,,,,,
Midagahara,Japan,36.571,137.59,2621,Stratovolcano,Historical,D3,1858,7,3,,,,,,,,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1860,4,,,,2,,,,,
Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,Historical,D1,1860,8,18,,,2,,,,,
Grimsvotn,Iceland,64.416,-17.316,1719,Caldera,Historical,D1,1860,,,,,,1,,,1,
Dubbi,Eritrea,13.579,41.809,1625,Stratovolcano,Historical,D3,1861,5,7,,2049,3,106,,,106,
Grimsvotn,Iceland,64.416,-17.316,1719,Caldera,Historical,D1,1861,5,,,,2,,,,,
Kie Besi,Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,1861,12,29,,,4,326,,,326,
Yasur,Vanuatu,-19.532,169.447,361,Stratovolcano,Historical,D1,1863,8,17,929,6150,,,,,,
Kelud,Indonesia,-7.935,112.314,1730,Stratovolcano,Historical,D1,1864,1,3,,,2,54,,,54,
Santorini,Greece,36.404,25.396,367,Shield volcano,Historical,D2,1866,2,20,,,2,1,,,1,
Ofu-Olosega,United States,-14.175,-169.618,639,Shield volcano,Historical,D3,1866,9,12,958,,2,,,,,
Zaozan [Zaosan],Japan,38.144,140.44,1841,Complex volcano,Historical,D2,1867,10,21,,,2,3,,,3,
Mauna Loa,United States,19.475,-155.608,4170,Shield volcano,Historical,D1,1868,4,3,971,2125,2,,,37,77,
Etna,Italy,37.748,14.999,3357,Stratovolcano,Historical,D1,1868,9,5,3451,7967,,,,,,
Lewotobi,Indonesia,-8.542,122.775,1703,Stratovolcano,Historical,D1,1869,7,7,,,2,2,,,2,
Lamongan,Indonesia,-7.981,113.341,1641,Stratovolcano,Historical,D3,1869,8,,,,2,8,,,8,
Ruang,Indonesia,2.3,125.37,725,Stratovolcano,Historical,D2,1870,8,,,,2,,,40,,
Iliwerung,Indonesia,-8.532,123.573,583,Complex volcano,Historical,D1,1870,,,,,3,,,,,
Ambae,Vanuatu,-15.389,167.835,1496,Shield volcano,Historical,D1,1870,,,,,2,,,,,
Ruang,Indonesia,2.3,125.37,725,Stratovolcano,Historical,D2,1871,3,3,1022,,2,,,,400,
Camiguin,Philippines,9.203,124.673,1552,Stratovolcano,Historical,D2,1871,4,30,1020,2179,2,,,,,
Gamalama,Indonesia,0.8,127.33,1715,Stratovolcano,Historical,D1,1871,8,7,,,2,1,,,1,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1871,12,8,,,3,3,,,3,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1872,4,15,,,4,30,,50,30,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1872,4,17,,,4,170,,,170,
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,1872,4,24,,,3,9,,,9,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1872,11,3,,,4,200,,,200,
Asosan,Japan,32.884,131.104,1592,Caldera,Historical,D1,1872,12,,,,3,4,,,4,
Sinarka,Russia,48.873,154.182,911,Stratovolcano,Historical,D3,1872,,,,,4,,,,,
Ragang,Philippines,7.691,124.507,2790,Stratovolcano,Historical,D2,1873,1,16,,,2,,,,,
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,1873,,,,,,9,,,9,
Miyakejima,Japan,34.094,139.526,775,Stratovolcano,Historical,D1,1874,7,3,,,3,1,,45,1,
Taal,Philippines,14.002,120.993,311,Stratovolcano,Historical,D1,1874,7,19,,,2,,,,,
Kelud,Indonesia,-7.935,112.314,1730,Stratovolcano,Historical,D1,1875,1,29,,,0,,,,,
Askja,Iceland,65.033,-16.783,1080,Stratovolcano,Historical,D2,1875,3,29,,,5,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1875,,,,,,1500,,,1500,
Mauna Loa,United States,19.475,-155.608,4170,Shield volcano,Historical,D1,1877,2,14,1068,10023,0,,,,,
Cotopaxi,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,1877,6,25,,,4,340,,,340,
Yasur,Vanuatu,-19.532,169.447,361,Stratovolcano,Historical,D1,1878,1,10,1086,,3,,,,,
Rabaul,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,1878,1,,1095,6195,3,1,,,1,
Yasur,Vanuatu,-19.532,169.447,361,Stratovolcano,Historical,D1,1878,2,11,1096,6625,,,,,,
Okmok,United States,53.43,-168.13,1073,Shield volcano,Historical,D1,1878,8,29,1109,6198,2,,,,,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,1879,2,4,5480,,2,,,,,
Karthala,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,1883,3,,,,2,,,,,
Krakatau,Indonesia,-6.102,105.423,155,Caldera,Historical,D1,1883,8,27,1142,,6,2000,,,36417,
Augustine,United States,59.363,-153.43,1252,Lava dome,Historical,D1,1883,10,6,1143,,4,8,,,8,
Krakatau,Indonesia,-6.102,105.423,155,Caldera,Historical,D1,1883,10,10,1144,,,,,,,
Bagana,Papua New Guinea,-6.137,155.196,1855,Lava cone,Historical,D1,1883,12,,,,3,,,,,
Krakatau,Indonesia,-6.102,105.423,155,Caldera,Historical,D1,1884,2,,1145,,,,,,,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1885,4,18,,,2,74,,,74,
Purace,Colombia,2.32,-76.4,4650,Stratovolcano,Historical,D1,1885,5,25,,2347,3,,,,,
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,1886,1,11,,,4,2,,,2,
Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,1886,6,10,5777,,2,153,,,153,
Niuafo'ou,Tonga,-15.6,-175.63,260,Shield volcano,Historical,D1,1886,8,31,,,4,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1887,3,9,,,3,15,,,15,
Ritter Island,Papua New Guinea,-5.519,148.115,75,Stratovolcano,Historical,D1,1888,3,13,1175,,2,,,,,
Bandaisan,Japan,37.601,140.072,1816,Stratovolcano,Historical,D3,1888,7,15,,,4,461,,,461,
Banua Wuhu,Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,1889,9,6,1181,6309,2,,,,,
Kie Besi,Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,1890,6,29,,,2,,,,,
Victory,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,Historical,D2,1890,,,,,2,,,,,
Sorikmarapi,Indonesia,0.686,99.539,2145,Stratovolcano,Historical,D1,1892,5,21,,,2,180,,,180,
Awu,Indonesia,3.689,125.447,1318,Stratovolcano,Historical,D1,1892,6,7,1197,,3,1532,,,1532,
Tofua,Tonga,-19.75,-175.07,515,Caldera,Historical,D2,1892,8,30,5608,,2,,,,,
Calbuco,Chile,-41.33,-72.618,1974,Stratovolcano,Historical,D2,1893,1,7,,,4,,,,,
Azumayama,Japan,37.735,140.244,1949,Stratovolcano,Historical,D1,1893,6,7,,,2,2,,,2,
Ambrym,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,1894,10,,,,3,10,,,10,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1895,5,22,,,2,,,,,
Karkar,Papua New Guinea,-4.647,145.976,1839,Stratovolcano,Historical,D1,1895,6,17,,,2,1,,,21,
Kirishimayama,Japan,31.934,130.862,1700,Shield volcano,Historical,D1,1895,10,16,,,2,4,,,4,
Dakataua,Papua New Guinea,-5.094,150.094,408,Caldera,Anthropology,D3,1895,,,,,2,,,,,
Kirishimayama,Japan,31.934,130.862,1700,Shield volcano,Historical,D1,1896,3,15,,,2,1,,,1,
Tinakula,Solomon Is.,-10.386,165.804,796,Stratovolcano,Historical,D1,1897,3,26,5629,,2,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1897,5,23,,,3,350,,,350,
Dona Juana,Colombia,1.5,-76.936,4137,Stratovolcano,Historical,D2,1899,11,13,,,4,55,,,55,
Manam,Papua New Guinea,-4.08,145.037,1807,Stratovolcano,Historical,D1,1899,,,,,2,2,,,2,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1900,1,22,,,2,25,,,25,
Kirishimayama,Japan,31.934,130.862,1700,Shield volcano,Historical,D1,1900,2,16,,,2,2,,,2,
Adatarayama,Japan,37.647,140.281,1728,Stratovolcano,Historical,D1,1900,7,17,,,2,72,,,72,
Bora-Bericha-Tullu Moye,Ethiopia,8.159,39.137,2343,Pumice cone,Anthropology,D2,1900,,,,,,,,,,
Kelud,Indonesia,-7.935,112.314,1730,Stratovolcano,Historical,D1,1901,5,22,,,3,,,,,
East Epi,Vanuatu,-16.68,168.37,833,Stratovolcano,Historical,D1,1901,8,9,1280,2595,,,,,,
Pelee,Martinique,14.809,-61.166,1372,Stratovolcano,Historical,D2,1902,5,5,2881,,4,23,,,23,
Soufriere St. Vincent,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,Historical,D1,1902,5,7,2873,,4,1680,,,1680,
Pelee,Martinique,14.809,-61.166,1372,Stratovolcano,Historical,D2,1902,5,8,1288,,4,28000,,,28000,
Pelee,Martinique,14.809,-61.166,1372,Stratovolcano,Historical,D2,1902,5,20,2433,,4,,,,,
Pelee,Martinique,14.809,-61.166,1372,Stratovolcano,Historical,D2,1902,6,6,5696,,4,,,,,
Pelee,Martinique,14.809,-61.166,1372,Stratovolcano,Historical,D2,1902,7,10,5697,,4,,,,,
Izu-Torishima,Japan,30.484,140.303,394,Stratovolcano,Historical,D1,1902,8,7,,,3,125,,,125,
Pelee,Martinique,14.809,-61.166,1372,Stratovolcano,Historical,D2,1902,8,30,1291,,4,1500,,,1500,
Santa Maria,Guatemala,14.757,-91.552,3745,Stratovolcano,Historical,D1,1902,10,25,,,6,2500,,,10000,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1902,12,,,,2,16,,,16,
Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,1903,8,30,,,1,4,,,4,
Karthala,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,1903,,,,,,17,,,17,
Karthala,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,1904,2,25,,,2,1,,,1,
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,1905,3,10,,,2,1,,,1,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1905,8,4,1326,,2,,,,,
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,1906,4,4,3413,,3,350,,,350,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1906,11,28,1346,,2,,,,,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1907,6,8,1356,,2,,,,,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1907,6,19,1357,,2,,,,,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1907,6,27,1358,,2,,,,,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1907,7,9,1359,,2,,,,,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1907,7,25,1360,,2,,,,,
Unnamed,Tonga,-21.338,-175.65,-68,Submarine volcano,Historical,D2,1907,7,,1365,10011,0,,,,,
Alayta,Ethiopia,12.888,40.573,1496,Shield volcano,Historical,D2,1907,8,4,,,2,,,,,
Lewotobi,Indonesia,-8.542,122.775,1703,Stratovolcano,Historical,D1,1907,9,28,,,2,1,,,1,
Savaii,Samoa,-13.612,-172.525,1858,Shield volcano,Historical,D2,1907,10,6,1363,,,,,,,
Cameroon,Cameroon,4.203,9.17,4095,Stratovolcano,Historical,D1,1909,4,28,,8158,2,,,,,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1909,9,,,,2,221,,,221,
Taupo,New Zealand,-38.82,176,760,Caldera,Radiocarbon,D6,1910,3,20,,,,1,,,1,
Toya,Japan,42.544,140.839,733,Stratovolcano,Historical,D1,1910,7,25,,,2,1,,,1,
Taal,Philippines,14.002,120.993,311,Stratovolcano,Historical,D1,1911,1,30,1392,8391,3,1335,,543,1335,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1911,5,8,,,2,1,,60,1,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1911,8,15,,,2,2,,,2,
Piparo,Trinidad,10,-61,140,Mud volcano,Historical,D1,1911,11,3,1400,,,,,,,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1911,11,8,,,3,,,,,
Novarupta,United States,58.27,-155.157,841,Caldera,Historical,D2,1912,9,6,,,6,2,,,2,
Nyamulagira,"Congo, DRC",-1.408,29.2,3058,Shield volcano,Historical,D1,1912,12,3,,,3,20,,,20,
Colima,Mexico,19.514,-103.62,3850,Stratovolcano,Historical,D1,1913,1,20,,,4,13,,,13,
Awu,Indonesia,3.689,125.447,1318,Stratovolcano,Historical,D1,1913,3,14,1407,2973,2,,,,138,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1913,5,29,,,1,1,,,1,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1913,6,23,,,2,,,,,
Ambrym,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,1913,12,6,,,3,21,,,21,
Aira,Japan,31.593,130.657,1117,Stratovolcano,Historical,D1,1914,1,12,1412,2994,4,28,0.04,2148,63,19
Witori,Papua New Guinea,-5.576,150.516,724,Caldera,Historical,D2,1914,1,18,,,3,,,,,
Whakaari/White Island,New Zealand,-37.52,177.18,294,Stratovolcano,Historical,D1,1914,9,10,,,,11,,,11,
Ambae,Vanuatu,-15.389,167.835,1496,Shield volcano,Historical,D1,1914,,,,,,100,,,100,
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,1916,3,3,,,4,,,,,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,1916,7,3,3147,,3,,,,,
"Lengai, Ol Doinyo",Tanzania,-2.764,35.914,2962,Stratovolcano,Historical,D1,1917,1,1,,,3,,,,,
Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,1917,4,1,,,1,2,,,2,
Calbuco,Chile,-41.33,-72.618,1974,Stratovolcano,Historical,D2,1917,4,,,,3,,,,,
San Salvador,El Salvador,13.734,-89.294,1893,Stratovolcano,Historical,D2,1917,6,7,,6877,3,325,,,325,
Banua Wuhu,Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,1918,7,18,1454,,3,,,,,
Katla,Iceland,63.633,-19.083,1490,Subglacial volcano,Historical,D2,1918,10,12,1452,,4,,,,,
Popocatepetl,Mexico,19.023,-98.622,5393,Stratovolcano,Historical,D1,1919,2,19,,,1,,,,,
Banua Wuhu,Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,1919,4,3,3511,,3,,,,,
Kelud,Indonesia,-7.935,112.314,1730,Stratovolcano,Historical,D1,1919,5,19,,,4,5110,,9000,5110,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,1919,5,22,1476,,3,4,,10,4,
Nasudake,Japan,37.125,139.963,1915,Stratovolcano,Historical,D2,1919,7,6,,,,2,,,2,
Mauna Loa,United States,19.475,-155.608,4170,Shield volcano,Historical,D1,1919,9,29,1478,,0,,,,,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1920,7,25,,,3,33,,,33,
Izalco,El Salvador,13.813,-89.633,1950,Stratovolcano,Historical,D1,1920,10,29,,,3,,,,,
Nasudake,Japan,37.125,139.963,1915,Stratovolcano,Historical,D2,1921,11,26,,,,1,,,1,
"Cendres, Ile des",Vietnam,10.158,109.014,-20,Submarine volcanoes,Historical,D2,1923,3,2,5720,10435,2,,,,,
Papandayan,Indonesia,-7.32,107.73,2665,Stratovolcano,Historical,D2,1923,3,11,,,1,1,,,1,
Tangkuban Parahu,Indonesia,-6.77,107.6,2084,Stratovolcano,Historical,D1,1923,6,,,,,3,,,3,
Kirishimayama,Japan,31.934,130.862,1700,Shield volcano,Historical,D1,1923,7,1,,,2,1,,,1,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,1924,5,10,,,2,1,,,1,
Tokachidake,Japan,43.418,142.686,2077,Stratovolcano,Historical,D1,1926,5,24,,,3,144,,5080,144,
Tokachidake,Japan,43.418,142.686,2077,Stratovolcano,Historical,D1,1926,9,8,,,3,,,,,
Esjufjoll,Iceland,64.25,-16.583,1620,Stratovolcano,Historical,D2,1927,9,5,,,1,1,,,1,
Santorini,Greece,36.404,25.396,367,Shield volcano,Historical,D2,1928,1,23,,,2,48,,,48,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1928,1,,,,3,,,,,
Krakatau,Indonesia,-6.102,105.423,155,Caldera,Historical,D1,1928,3,26,1593,,2,,,,,
Dieng Volcanic Complex,Indonesia,-7.2,109.879,2565,Complex volcano,Historical,D1,1928,5,13,,,2,40,,,40,
Paluweh,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,1928,8,4,1607,,3,98,,,226,
Etna,Italy,37.748,14.999,3357,Stratovolcano,Historical,D1,1928,11,2,,,1,5,,,5,
Calbuco,Chile,-41.33,-72.618,1974,Stratovolcano,Historical,D2,1929,1,6,,,3,,,,,
Hokkaido-Komagatake,Japan,42.063,140.677,1131,Stratovolcano,Historical,D1,1929,6,17,,,4,2,,1915,2,
Etna,Italy,37.748,14.999,3357,Stratovolcano,Historical,D1,1929,8,2,,,2,2,,,2,
Santa Maria,Guatemala,14.757,-91.552,3745,Stratovolcano,Historical,D1,1929,11,2,,,3,200,,,200,
Krakatau,Indonesia,-6.102,105.423,155,Caldera,Historical,D1,1930,3,17,1624,,2,,,,,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1930,8,20,,,3,6,,,6,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,1930,9,11,4218,,3,5,,,6,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1930,12,18,,,3,1369,,1109,1369,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1931,8,20,,,3,3,,,3,
Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,Historical,D1,1932,1,21,,,4,,,,,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,1932,2,,,,,,,,,
Kusatsu-Shiranesan,Japan,36.618,138.528,2165,Stratovolcano,Historical,D1,1932,10,1,,,3,2,,,2,
Kharimkotan,Russia,49.12,154.508,1145,Stratovolcano,Historical,D2,1933,1,8,1657,,5,,,,2,
Hakoneyama,Japan,35.233,139.021,1438,Complex volcano,Radiocarbon,D7,1933,5,10,,,,1,,,1,
Kuchinoerabujima,Japan,30.443,130.217,657,Stratovolcano,Historical,D1,1933,12,24,,,4,8,,,8,
Bulusan,Philippines,12.769,124.056,1535,Stratovolcano,Historical,D1,1933,12,25,1666,,2,,,,9,
Hood,United States,45.374,-121.695,3426,Stratovolcano,Historical,D3,1934,,,,,,1,,,1,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1936,7,29,,,3,2,,,2,
Dona Juana,Colombia,1.5,-76.936,4137,Stratovolcano,Historical,D2,1936,8,14,,,,18,,,18,
Llaima,Chile,-38.692,-71.729,3125,Stratovolcano,Historical,D1,1937,2,9,,,2,3,,,3,
Rabaul,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,1937,5,29,1698,10010,4,507,,,507,
Nyamulagira,"Congo, DRC",-1.408,29.2,3058,Shield volcano,Historical,D1,1938,1,28,3638,,1,,,,,
Bandaisan,Japan,37.601,140.072,1816,Stratovolcano,Historical,D3,1938,5,9,,,,2,,,2,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1938,6,5,,,2,,,,,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1938,7,16,,,1,,,,,
Kick 'em Jenny,Netherlands,12.3,-61.64,-185,Submarine volcano,Historical,D1,1939,7,24,5694,,1,,,,,
Izu-Torishima,Japan,30.484,140.303,394,Stratovolcano,Historical,D1,1939,8,17,,,2,2,,,2,
Dieng Volcanic Complex,Indonesia,-7.2,109.879,2565,Complex volcano,Historical,D1,1939,10,13,,,1,10,,,10,
Karangetang,Indonesia,2.781,125.407,1797,Stratovolcano,Historical,D1,1940,6,20,,,2,1,,,1,
Miyakejima,Japan,34.094,139.526,775,Stratovolcano,Historical,D1,1940,7,12,,,2,11,,24,11,
"Lengai, Ol Doinyo",Tanzania,-2.764,35.914,2962,Stratovolcano,Historical,D1,1940,7,24,,,2,,,,,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1941,7,13,,,2,1,,,1,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1941,9,21,,,2,,,,,
Michoacan-Guanajuato,Mexico,19.85,-101.75,3860,Cinder cone,Historical,D2,1943,2,20,,,4,3,,,103,
"Azul, Cerro",Ecuador,-0.92,-91.408,1640,Shield volcano,Historical,D1,1943,4,13,,,3,1,,,1,
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,1944,3,27,,,2,27,,,27,
Cleveland,United States,52.825,-169.944,1730,Stratovolcano,Historical,D1,1944,6,10,,,3,1,,,1,
Toya,Japan,42.544,140.839,733,Stratovolcano,Historical,D1,1944,7,11,,,,1,,,1,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,1944,8,20,4227,,2,,,,,
Toya,Japan,42.544,140.839,733,Stratovolcano,Historical,D1,1944,8,26,,,2,1,,1,1,
Dieng Volcanic Complex,Indonesia,-7.2,109.879,2565,Complex volcano,Historical,D1,1944,12,4,,,2,117,,,117,
Toya,Japan,42.544,140.839,733,Stratovolcano,Historical,D1,1944,12,28,,,2,1,,,1,
Aira,Japan,31.593,130.657,1117,Stratovolcano,Historical,D1,1946,1,,,,2,1,,,1,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1946,2,,,,2,6,,81,6,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,1946,10,29,,,2,,,,,
Sarychev Peak,Russia,48.092,153.2,1496,Stratovolcano,Historical,D1,1946,11,13,1769,,4,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1947,1,7,,,2,,,,,
Asamayama,Japan,36.406,138.523,2568,Complex volcano,Historical,D1,1947,8,14,,,2,11,,,11,
Akagisan,Japan,36.56,139.193,1828,Stratovolcano,Historical,D6,1947,9,16,,,,699,,,699,
Hekla,Iceland,63.983,-19.666,1490,Stratovolcano,Historical,D1,1947,11,2,,,4,1,,,1,
Iliwerung,Indonesia,-8.532,123.573,583,Complex volcano,Historical,D1,1948,4,7,,,2,,,,,
Villarrica,Chile,-39.42,-71.93,2847,Stratovolcano,Historical,D1,1949,1,1,,,3,54,,,54,
Purace,Colombia,2.32,-76.4,4650,Stratovolcano,Historical,D1,1949,5,26,,,2,17,,,17,
